plate,class,fiberid,mjd,redshift,ra,dec,sdss_name,h_beta_flux,h_alpha_flux,oii_3726_flux,oii_3729_flux,oiii_4363_flux,oiii_4959_flux,oiii_5007_flux,sii_6717_flux,sii_6731_flux,nii_6548_flux,nii_6584_flux,rate_SII,rate_OII,rate_OIII,rate_NII,T_e_SII_OII,N_e_SII_OII,T_e_SII_OIII,N_e_SII_OIII,T_e_OII_OIII,N_e_OII_OIII,T_e_SII_NII,N_e_SII_NII,T_e_OII_NII,N_e_OII_NII
274,GALAXY,637,51913,0.1000495,160.98063,0.40823903,1237648721759305857,34.88115,115.7825,28.89113,38.8681,1.056562,0.6246415,15.33938,25.88283,18.96446,13.4729,40.63739,1.3648071181568049,0.7433121248530287,14.518201487465952,3.0162318431814983,10005.464498070003,445.78269753964946,29999.999999999996,243937.16060166177,29999.999999999996,243957.3669825838,29999.999999999996,138209.24747360562,29999.99999999993,138379.4321164018
275,GALAXY,2,51910,0.05014241,162.3581,-0.56017127,1237648720686153859,43.39321,169.848,94.17145,78.98873,3.359544,14.51773,39.31897,37.53099,24.82335,10.63417,32.0751,1.5119228468357413,1.192213749986865,11.703662758993483,3.016229757470494,9965.765580197789,111.49256115439546,29999.999999999996,372146.91927448555,29999.999999999996,372162.2423225161,29999.999999999996,138169.60085530966,29999.999999999996,138293.58908808557
275,GALAXY,3,51910,0.06768276,162.44449,-0.65135305,1237674649384124648,132.4365,527.3449,127.6642,215.5803,3.894238,29.50356,71.03616,110.1121,74.74555,47.72122,143.9382,1.473159271689084,0.5921886183477804,18.241350425936986,3.0162305154813724,10061.164652986823,496.3880689684985,29999.999999999745,135650.02091577867,29999.999999999996,135684.40899772634,29999.999999999996,138180.03412667516,29999.999998660733,138408.4615714417
275,GALAXY,7,51910,0.1045614,162.54713,-1.0020562,1237648720149348588,71.51115,337.6415,45.03923,69.17645,3.320391,10.27778,27.35957,56.07384,38.3526,37.4581,112.9823,1.4620609815240686,0.6510774981948336,8.23986391964079,3.0162314692950254,10075.183158314883,455.5590245054688,29999.999999999996,652571.8196798837,29999.99945414011,652607.5877361842,29999.999999999993,138182.97652075178,29999.999999999996,138397.12260121052
275,GALAXY,11,51910,0.0378281,162.44008,-0.83892943,1237674649384124576,31.38513,184.7741,64.21096,27.16874,3.791335,7.430604,22.04167,51.22027,37.40778,37.98852,114.5822,1.3692411043905839,2.3634132462528625,5.813696231010976,3.01623227227594,29999.999921520688,1.0000002116804214,29999.99999930302,999999.9999588715,29999.999998946223,999999.9999361071,29999.999999999996,138208.02223994533,29999.999999999996,138069.28889555557
275,GALAXY,13,51910,0.03974292,162.41117,-0.72974054,1237674649384124543,8.02777,28.6834,0.03374213,0.8057412,0.03439836,0.392415,4.003315,2.824726,5.724935,3.229875,9.742047,0.49340752340419586,0.04187713126745908,116.38098444228153,3.0162303494717286,1000.0003484832255,999810.3790527745,12284.650755586705,17399.827551880986,9256.916980315338,258564.5962383001,29999.997874286528,138445.06826779808,7810.43811371778,999999.3346406815
275,GALAXY,14,51910,0.1072377,162.50278,-0.83055352,1237674649384190088,5.419779,13.25137,9.99205,6.290483,1.249364,4.898275,6.17387,4.694783,0.7924535,2.899652,8.746018,5.924364016311367,1.5884392343163476,4.941610291316222,3.016230223488887,29999.999999999967,1.0000000000000335,29999.999999876545,999999.9999926424,29999.999999824264,999999.9999894508,29999.99999998939,136979.8717660063,29999.999999999807,138217.7060143939
275,GALAXY,15,51910,0.03763325,162.63017,-0.79767291,1237674649384190068,721.5337,2733.023,684.9061,476.2449,4.466543,84.1368,262.5197,334.2236,264.5254,313.1617,944.5679,1.2634839603304635,1.438138445157103,58.7746944337041,3.0162305926938067,12776.17244321257,86.02159923132635,17340.75267315345,297.41072755224167,17351.958643238297,37.06153329817595,29999.999999999996,138236.71965791058,29999.99999999965,138246.4548570276
275,GALAXY,16,51910,0.1147406,162.72184,-0.61475395,1237648720686284952,30.97757,161.2351,4.563931,13.53415,1.344049,6.142273,17.86917,17.28638,9.569957,18.59057,56.07345,1.8063174160552655,0.3372159315509286,13.295028678269913,3.0162308094910486,10366.489985669106,478.8363023084494,29999.999999999996,292892.7122307777,17754.971033368463,720769.7576389542,29999.99999999999,138089.96839399144,9481.926867832115,594761.1211412305
275,GALAXY,17,51910,0.03723248,162.70942,-0.75961315,1237674649384255643,41.42453,146.6305,50.6457,77.15115,1.446747,1.344376,22.13008,39.57206,29.37112,14.46941,43.64307,1.347311917284734,0.6564477651985744,15.29644091192171,3.0162301019875724,10112.775317882779,538.519864062282,29999.999999999945,216900.76727531495,29999.999980093653,216922.84767612518,29999.99999999994,138214.08321364888,29999.99999936361,138396.17690341128
275,GALAXY,32,51910,0.09405956,162.65162,-0.36367168,1237674649921126490,15.71672,77.1275,11.66425,9.675806,2.197656,1.157205,3.304198,10.44188,5.239579,9.563138,28.84463,1.992885306243116,1.2055068073915496,1.5035101034920844,3.0162306556697183,29482.10335338345,3.9880782322133492,29999.99999948578,999999.9999680407,29999.999999229618,999999.9999513908,29999.999999999996,138039.56638481596,29999.999999999996,138290.98930400147
275,GALAXY,41,51910,0.02614697,162.20423,-0.98736956,1237648720149217496,15.37421,41.60974,32.54673,15.9748,4.900508,3.355286,9.630139,22.42004,12.33887,4.55276,13.73217,1.817025384010043,2.0373794977088915,1.965130757872449,3.016229715601086,29999.999845873113,1.0000004261621025,29999.999995803562,999999.9997467013,29999.999993833248,999999.9996215919,29999.999999999993,138087.141433071,29999.99999999999,138131.81944078146
275,GALAXY,44,51910,0.08511654,162.08876,-0.78123322,1237654669203996807,23.5768,109.2898,19.34416,20.55772,1.113859,4.492241,10.29679,26.14284,15.81376,11.86371,35.78368,1.6531704034967016,0.9409681618389587,9.244249047680182,3.016230167460263,10046.353570366196,181.65708295852917,29999.999999736126,549232.3820882356,29999.999999999996,549263.4159763969,29999.999999999996,138131.3963306348,29999.999999999996,138341.67662331287
275,GALAXY,52,51910,0.05616886,162.12175,-1.1816715,1237654668667125892,90.85821,312.5738,142.0234,123.2,1.736067,14.77625,45.9105,67.01852,48.12072,31.70224,95.62127,1.392716484707627,1.1527873376623377,26.445119917606867,3.0162307142965292,9976.333912569535,167.47488633176383,29999.999999999996,304.16022958434417,29999.999999999996,504.0283018031534,29999.999999999935,138201.76975274028,29999.99999999997,138301.08039552247
275,GALAXY,54,51910,0.09526952,162.03917,-1.1608589,1237654668667125846,158.7183,671.0477,121.366,87.84711,1.357346,18.76526,52.97318,100.2986,71.24939,82.63562,249.2481,1.407711701110704,1.3815593933596677,39.027027743847185,3.0162307731218085,14966.437567029896,75.6747099663281,22247.17498134878,111.79034392030506,22248.88457282223,84.70372129296963,29999.999999999927,138197.71225916516,29999.999999999996,138257.27494157577
275,GALAXY,57,51910,0.07872036,162.17615,-0.81399205,1237654669204062376,89.98357,332.0209,146.4233,167.927,0.9707007,49.2751,150.7621,67.89712,44.70717,17.51406,52.82644,1.518707625644835,0.8719461432646329,155.31265198428312,3.016230388613491,10068.649145659832,271.06327935306945,11438.891180314486,1.0000000002748006,11424.60887686056,628.7623970990138,29999.999999999938,138167.72856277632,29999.999999999996,138354.88231801937
275,GALAXY,58,51910,0.08611786,162.21056,-1.0838686,1237654668667191442,36.49016,148.5772,5.116551,32.94171,2.290621,6.446837,14.06855,19.04925,10.7653,22.15131,66.81346,1.769504797822634,0.1553213539916416,6.141806086646373,3.016230642792684,10411.054396907904,664.7147563088199,29999.999999384097,980386.2015507936,29357.301508996567,999999.9928082227,29999.999999999975,138099.92703952157,7810.439468849749,999999.9997836583
275,GALAXY,59,51910,0.02603709,162.22865,-0.70932096,1237674649384058885,376.6992,1429.285,348.2777,353.0826,7.930786,51.15484,130.9268,286.577,199.5836,163.3483,492.6962,1.435874490689616,0.9863915695647419,16.508678963220035,3.01623096169351,9989.18494341252,239.8609562713414,29999.999980982786,179910.28900991188,29999.999371181973,179928.75228569625,29999.99999999914,138190.08682311044,29999.999999999996,138332.92936096506
275,GALAXY,61,51910,0.1489563,162.52033,-0.48621757,1237648720686219390,3.005355,35.29745,8.266435,2.290847,1.662644,3.636453,2.246563,7.345498,7.269361,7.070792,21.32714,1.0104736853761975,3.608462284910341,1.3511990540368233,3.016230713617371,29999.999999992742,1.0000000000110507,29999.999999746236,999999.9999840966,29999.999999588064,999999.999973702,29999.999999999996,138305.1382603302,29999.99999999998,137831.3350515692
275,GALAXY,70,51910,0.0385065,162.35361,-0.42990001,1237648720686153850,42.14426,188.6407,175.1866,28.40211,1.15711,20.94141,68.8019,104.7449,76.3035,95.12188,286.9095,1.372740437856717,6.168083990942926,59.460120472556625,3.016230335228866,29999.999493329935,1.0000003595642872,17240.470696240372,140.80695338247284,17246.441281191317,1.0000000000000342,29999.999999999996,138207.19392763797,29999.999999999996,137342.7242451142
275,GALAXY,73,51910,0.07256673,162.55556,-0.20152795,1237648721223090396,43.46845,186.2805,56.20208,53.48392,1.312131,30.35151,97.00899,52.50876,37.36665,43.94881,132.5598,1.4052306000136485,1.0508220040715042,73.93239699389771,3.016231838814293,10009.729713598774,216.65343826872908,15454.34604127745,95.92509840765754,15443.688114972212,391.72502273156846,29999.999999999938,138198.318647264,29999.999999999996,138320.5374490901
275,GALAXY,78,51910,0.09561962,162.50156,-0.34001129,1237674649921061000,73.302,345.0784,34.14244,62.96778,6.267042,42.52967,131.9128,65.31393,47.49545,84.74318,255.605,1.375161831291208,0.5422207992722627,21.04865421358274,3.016230922653599,9973.286486761657,623.6680816842011,29999.999999999996,79516.94381020137,29999.999999999996,79567.95083366479,29999.999999999996,138206.50340173207,29999.999999999996,138418.00934006437
275,GALAXY,81,51910,0.05151358,161.88434,-0.94449075,1237648720149086374,67.21355,179.8978,130.0363,145.0244,2.806339,33.78614,98.88282,45.27042,31.96341,9.917301,29.91287,1.4163200985126432,0.8966511842145184,35.23552215181416,3.0162309281527304,10000.429354422788,303.45275251217606,23945.956421584295,104.23140673744744,23894.437946505688,834.9502063875346,29999.99999999997,138195.375618372,29999.999999999996,138350.11794366807
275,GALAXY,84,51910,0.08623032,161.90283,-1.1850809,1237654668667060338,63.9893,250.7644,53.95153,51.22149,0.4092381,8.476443,28.91796,55.29694,42.43782,46.87287,141.3794,1.3030108521125732,1.0532987228602682,70.66292214727808,3.0162309241998626,10012.494450850225,259.62145587107875,15789.115182865446,225.4991932076309,15782.898966842573,392.45748305940674,29999.999999999996,138226.01160253616,29999.999999999996,138320.11879281915
275,GALAXY,94,51910,0.09413149,162.01761,-1.0843765,1237654668667125962,14.18092,56.57747,15.87901,12.77999,3.108223,0.1883266,1.691013,9.566134,7.127744,6.298652,18.99819,1.342098425532679,1.2424900175978228,0.5440449414343823,3.0162310919860316,9999.436806498037,140.87953318538737,29999.99999999279,999999.9999995239,29999.999999988177,999999.9999992071,29999.999999999996,138215.43240830165,29999.999999999996,138283.88183128322
275,GALAXY,95,51910,0.03781608,161.96359,-0.63162305,1237654669203931332,51.72771,169.2585,84.97378,105.0638,1.32976,25.67018,84.53747,36.69762,24.679,7.947741,23.97222,1.4869978524251388,0.8087826634863768,63.57347942485862,3.0162306496902707,10068.005790528952,325.5977439273309,16653.525844212323,12.591576984744437,16615.876441071145,946.384755827049,29999.999999999996,138176.2845968245,29999.999999999978,138366.96428553527
275,GALAXY,99,51910,0.08110499,161.84474,-0.68399803,1237654669203931241,33.7016,163.9742,12.40751,15.84192,0.0787059,3.65685,6.339769,24.65828,15.66014,33.10934,99.86542,1.5745887329232051,0.7832074647517473,80.55011123689584,3.016231069541102,10087.157168104293,298.76671540279244,14852.936495590018,1.0000000003293656,14819.811247934551,980.0265771205402,29999.999999999996,138152.5823822605,29999.999999999996,138371.83735855162
275,GALAXY,100,51910,0.07662232,162.01768,-0.57642618,1237648720685957322,23.30942,102.1989,10.51235,24.09256,0.1610593,4.396812,8.225777,21.85815,10.36082,13.6365,41.13083,2.1096930551828907,0.4363317970360975,51.07297125965406,3.0162307043596233,10301.754429781067,266.9723669132569,18767.0307929256,1.0000000000000002,18420.87788895103,7312.023820761853,29999.999999999825,138008.00820823244,29999.9998561223,138438.3098208648
275,GALAXY,105,51910,0.0800288,162.28568,-0.48834381,1237648720686088302,28.31636,88.78223,25.37875,24.51016,2.534139,5.648063,11.11553,20.73256,10.76244,13.15534,39.67955,1.9263810065375508,1.0354379571573584,4.3863142471663945,3.016231431494739,13891.448199150062,80.71651399146336,29999.999999999996,999999.9999999999,29999.999999999996,999999.9999999999,29999.999999999996,138057.4883272306,29999.999999999996,138323.50827226066
275,GALAXY,106,51910,0.06311004,162.26525,-0.42162166,1237648720686088532,73.91292,260.627,67.43668,86.5513,3.947492,124.5705,385.7745,17.38384,13.12535,3.376954,10.18567,1.3244477290129406,0.7791527105889802,97.72648050965017,3.016230010832247,9987.169167769742,443.87039497085897,13645.332156078457,182.27513855947873,13622.40571686464,953.5911810434472,29999.999999999996,138220.2704448576,29999.999999999996,138372.6782096371
275,GALAXY,109,51910,0.2263046,162.19739,-0.39025603,1237674649920929958,1.481557,5.047016,4.803771,1.01588,0.2892899,0.91054,2.530608,0.3679883,2.304394,3.210646,9.684049,0.15968983602630454,4.728679568452968,8.747654169744607,3.016230690023129,29999.999999999767,1.000000000000288,20137.37619362256,999999.9998423893,29999.999999999996,597221.3783263649,7810.432909153351,999999.9999932677,29999.99999999667,137617.362688507
275,GALAXY,115,51910,0.1279711,162.25482,0.035405343,1237674650457800862,32.16771,126.159,20.41318,24.80475,3.700345,23.04997,70.67556,34.13272,28.84591,24.88117,75.04736,1.183277629306893,0.8229544744454188,19.09972178269864,3.0162311499017127,10008.625266040159,513.608219942865,29999.999999999996,116734.81160320094,29999.999999999996,116752.56828567744,29999.999999999825,138258.37517439184,29999.999999999996,138364.21947432184
275,GALAXY,122,51910,0.06744873,161.56431,-1.017807,1237648720148889846,172.2219,539.7371,212.8952,253.7943,4.186788,188.0268,560.6518,64.62843,50.36194,22.35719,67.43446,1.2832791985376257,0.8388494146637651,133.9097656723961,3.016231467371347,10008.905826137017,423.53918414097456,12058.240739638884,221.89567783236467,12045.857225168565,724.5221735244677,29999.999999999996,138231.3139816358,29999.99999999998,138361.1558237392
275,GALAXY,127,51910,0.08688207,161.4854,-1.2061864,1237654668666863816,44.4521,181.5313,22.09088,36.08272,4.704327,4.883664,13.76013,31.8197,25.59477,28.45613,85.83025,1.2432110153754068,0.6122287898473285,2.9249943722024425,3.016230597765754,10017.596029358936,682.0446885445929,29999.999999999913,999999.999999994,29999.99999999984,999999.9999999889,29999.999999999996,138242.20147140822,29999.999999999993,138404.61754100348
275,GALAXY,128,51910,0.03694027,161.51448,-1.0942312,1237654668666863833,35.53637,128.5691,5.560235,21.03304,0.5885262,4.314056,12.36782,17.40855,13.41219,15.33521,46.25453,1.2979647619068921,0.26435717328545943,21.014901290715688,3.0162306222086297,10102.671744876341,1124.3100886788834,29999.999999999996,80107.38185360715,12371.386253873497,931384.1701628916,29999.999999999996,138227.3942875714,7810.442695543336,999999.9999646653
275,GALAXY,129,51910,0.08621725,161.48718,-0.87925228,1237648720148889820,13.8059,54.56156,17.3381,30.26057,3.773099,25.15797,56.56305,24.97086,20.13459,23.94713,72.23008,1.240197093658227,0.5729601259989484,14.991138583959762,3.0162311725872786,10040.183049732357,734.3268981717277,29999.999999999996,227172.57818874283,29999.9999999583,227192.87720051588,29999.999999999996,138242.98169859708,29999.999999999996,138412.10527934282
275,GALAXY,134,51910,0.2297671,161.69599,-0.83066925,1237654669203865673,36.98747,219.6304,27.15942,17.64773,1.922794,7.29515,11.03775,30.74802,19.19508,48.70691,146.9113,1.601869854150126,1.5389752676406543,5.740474538614122,3.0162311671998903,29999.999978044845,1.000000108673989,29999.999999998374,999999.999999904,29999.999999997282,999999.9999998364,29999.999999999996,138145.2017773429,29999.999999999996,138227.11638588377
275,GALAXY,136,51910,0.03981317,161.74088,-0.97985925,1237648720149020955,43.57271,116.878,100.1871,89.0092,1.319086,23.42085,77.42587,23.82631,15.74242,4.046133,12.20407,1.5135099940161678,1.1255814005743225,58.69660507351303,3.0162305589064915,9984.47607981511,140.51884007458236,17365.877180429325,1.000000000000003,17352.420103551784,313.2847928551568,29999.99999999991,138169.12341299342,29999.99999999999,138306.2995133432
275,GALAXY,138,51910,0.150701,161.63515,-0.85576058,1237648720148955318,78.89651,341.5246,42.23962,68.89806,2.320298,11.12108,28.87655,57.87515,44.32933,36.32629,109.5685,1.3055724054480409,0.6130741562244278,12.445190229875646,3.016231495151308,10040.913645374168,617.5874542138765,29999.999999999996,332673.28350408503,29999.995452325067,332694.7745274627,29999.999999999996,138225.28421424123,29999.999999999884,138404.40126609776
275,QSO,142,51910,0.1515879,161.90609,-0.2348479,1237654669740802174,165.1469,703.7158,349.8491,3.087947,3.334411,149.2628,466.2307,153.4106,101.6012,101.4942,306.1299,1.509929016586418,113.29504683856297,139.8240048992161,3.016230484106481,29999.99999999991,1.000000000000007,11874.57288913449,1.0000000000000002,11874.582377839351,1.000000000000548,29999.999999999876,138170.09610438198,29999.999999999796,1.0000000000000002
275,GALAXY,143,51910,0.1061143,162.11894,0.15235875,1237654670277738725,16.51586,62.10281,9.084814,10.46719,0.1624154,3.950275,4.414314,9.987386,7.830888,8.557033,25.80998,1.275383583573153,0.867932463249449,27.17915911914757,3.016230041417393,10002.221686671252,405.17802275462026,29722.240561918985,364.4933686615307,29657.05213366727,1027.2362367142687,29999.999999999996,138233.53550580976,29999.999999999996,138355.6721711223
275,GALAXY,144,51910,0.137527,162.13562,-0.32750687,1237654669740933168,4.703314,5.225137,4.821253,6.982264,0.4904167,2.536515,3.606673,6.499198,0.1235086,4.291672,12.94467,52.62142069459131,0.6904999581797537,7.354302983564793,3.0162300380830596,29999.999999973705,1.0000000000039413,29999.97423062706,764980.6549431303,29999.88288540627,767661.7291315479,29999.999951017486,124741.36874279048,29999.999999999996,138389.65780368994
275,GALAXY,145,51910,0.08479204,162.05795,-0.14745467,1237648721222893673,123.2047,746.5615,47.69368,50.84146,3.442694,7.358382,22.15897,96.31447,72.44741,108.7428,327.9934,1.3294397963985185,0.9380863570794388,6.436520352956144,3.0162309596589383,10004.312314349596,321.1570438198689,29999.996901778995,921128.7054717988,29999.999999999847,921157.2855027247,29999.999999999996,138218.86341122465,29999.999999999996,138342.18051329482
275,GALAXY,148,51910,0.1524459,162.13707,-0.3982515,1237654669740933175,18.97561,87.66081,19.57648,2.84008,1.136464,5.481648,4.522141,18.09846,22.50394,15.15142,45.70019,0.8042351694858767,6.892932593448072,3.9791326430049705,3.0162314819337066,29999.999668185614,1.0000002212830084,29999.999998695494,999999.9999211426,29999.999997761228,999999.9998605009,29999.999996400453,138360.88332138694,29999.999999846084,137204.48652516908
275,GALAXY,149,51910,0.1158864,161.96363,-0.27782145,1237654669740802208,62.95492,232.4185,73.2117,78.03275,1.500227,11.55943,31.57177,46.49342,30.20729,24.57045,74.11016,1.539145683045384,0.9382176073507598,21.044661907831284,3.0162312859552833,9987.222555763497,224.18292890726823,29999.999999999996,79575.32947686722,29999.999999999996,79618.58992326153,29999.99999999999,138162.14976709976,29999.999999999996,138342.13560801238
275,GALAXY,151,51910,0.0725163,162.00405,0.17238469,1237654670277738670,23.40888,122.2581,33.29575,19.84628,4.001911,4.658432,16.62799,31.93549,21.80506,23.1578,69.84927,1.4645907876428683,1.677682165121121,4.15501244280545,3.0162308163987945,29999.99999999458,1.0000000000268296,29999.999993041518,999999.9995872442,29999.9999897264,999999.999377415,29999.999999999996,138182.33223952274,29999.999999999996,138200.5880174663
275,GALAXY,152,51910,0.1149735,161.90742,0.083869591,1237654670277673164,79.17403,380.8466,71.98684,48.60594,1.415849,15.07745,50.32706,69.22199,47.62257,48.02692,144.8603,1.4535542705906044,1.4810296848492182,35.54549955539044,3.0162313136049534,25229.47288966235,24.326270774424408,23793.510662115437,55.54301878381612,23796.50251345276,12.810220926150729,29999.99999999999,138185.2860076697,29999.999999999985,138238.20051546764
275,GALAXY,153,51910,0.03879983,162.08271,-0.021971916,1237648721222893601,14.33551,58.99884,7.792377,16.91215,0.7975623,3.579487,5.246642,14.73953,9.102932,9.023159,27.21593,1.6192068665348704,0.46075614277309507,6.578347547269975,3.01623079012572,10216.577664751647,504.70505237551083,29999.99999879983,894521.4032826737,29999.999999999913,894586.7599508143,29999.999999999996,138140.53833780994,29999.999999999996,138433.62470162965
275,GALAXY,154,51910,0.08137863,161.94559,-0.36784468,1237654669740802233,22.92186,123.1288,20.55666,20.5563,3.423226,3.235608,10.11083,27.02716,20.58203,16.96065,51.15723,1.313143552895414,1.0000175128792632,2.9535969871694125,3.0162305100335183,9993.18146808251,288.2041818016151,29999.999999999887,999999.9999999923,29999.999999999796,999999.9999999857,29999.999999999996,138223.29681278922,29999.999999999985,138330.34727252374
275,GALAXY,155,51910,0.1372109,161.92778,-0.34543315,1237654669740802183,5.052757,22.15957,1.99548,14.65255,2.393283,1.131993,6.609453,9.074165,4.878654,6.46747,19.50738,1.8599730581426763,0.1361865340845109,2.761667968226073,3.0162304579688817,10504.42552598886,608.8453051714135,29999.999999999996,999999.9999999997,29999.99999999999,999999.9999999994,29999.999999999996,138075.49024325775,7810.439434422974,999999.8616864607
275,GALAXY,157,51910,0.1284986,161.92408,-0.19275695,1237648721222828193,30.87918,106.5452,42.32245,27.07754,1.365198,6.896792,22.51556,29.91049,21.74132,19.34702,58.35509,1.3757439750668312,1.5630094166604502,16.492523428835966,3.016231440294164,29118.799359762743,5.240869182179886,29999.999999999993,180369.22166756113,29999.999999999996,180371.39396838064,29999.999999999996,138206.31459707237,29999.999999999996,138222.50008522213
275,GALAXY,181,51910,0.03947514,161.58242,-0.41065061,1237654669740671100,3.161322,20.4233,3.470353,23.51861,0.8489344,2.966746,5.490477,10.72745,3.206444,5.65222,17.0484,3.3455909412420737,0.14755774257067064,6.467492659032312,3.0162307907335526,14657.720845631395,78.92193469796783,29999.99878501319,915095.8681214056,27379.600701998068,999999.9569948318,29999.999999999996,137674.38490424393,7810.4390998281215,999999.999999991
275,GALAXY,182,51910,0.03899567,161.37702,-0.2579204,1237654669740540080,25.83077,96.66415,96.22962,66.369,0.2255941,16.01304,36.79355,33.59291,30.22404,12.15349,36.65773,1.1114632590480957,1.4499181846946616,163.09624232194017,3.0162307287865464,9998.973599053994,116.00939950886304,11236.226746004762,482.746173730941,11246.40585441691,23.89966479203399,29999.999999999625,138277.82269102862,29999.999999999825,138244.19144383754
275,GALAXY,183,51910,0.08583559,161.39503,-0.42576926,1237648720685695182,66.15734,353.5657,32.3994,40.09586,3.114948,6.540235,15.44323,49.64888,37.17079,40.43104,121.9493,1.3356961205290498,0.8080485117416112,4.957780996665113,3.0162296097255967,9986.715011340144,412.7692500289973,29999.999999846073,999999.9999909606,29999.9999997609,999999.9999856744,29999.999999999996,138217.25340687492,29999.999999999975,138367.16799781786
275,GALAXY,184,51910,0.1291119,161.63963,-0.36138133,1237654669740671143,53.75588,262.3591,33.42883,37.17498,0.9888148,8.087113,16.12106,42.27871,36.4516,36.51283,110.1311,1.1598588264986995,0.8992292665658461,16.303416979600225,3.0162301853896287,9987.756090809411,460.5225007266796,29999.999999999996,185792.09021969163,29999.999979414602,185802.94275017508,29999.999999999996,138264.76700118431,29999.999999999924,138349.6696635256
275,GALAXY,190,51910,0.03840932,161.43442,-0.30106596,1237654669740605564,16.41434,65.17741,12.42359,17.23155,1.09995,2.056901,2.077674,18.61252,11.82229,7.213921,21.75885,1.574358267306926,0.7209792502705794,1.8888804036547115,3.0162307017224057,10047.524647967004,337.40606893310155,29999.99999705567,999999.9998214936,29999.999995726444,999999.999736859,29999.999999999996,138152.6663346968,29999.999999999996,138383.77918064158
275,GALAXY,197,51910,0.04030792,161.64318,0.170166,1237654670277542363,5.25848,18.72465,10.43623,18.27648,0.3651541,1.449967,3.71881,6.207503,3.868179,1.412613,4.260766,1.6047610516472997,0.5710196930700003,10.184220853606737,3.0162302060082986,10184.435541218028,427.02473525205244,29999.999999999996,471290.6590461101,29999.99998210018,471326.7379270229,29999.999999999996,138144.47831313146,29999.999999999996,138412.53571476584
275,GALAXY,198,51910,0.1277196,161.54172,-0.1597081,1237648721222631714,12.19498,41.46367,8.137955,18.35054,0.001876917,2.177907,8.668419,11.73942,6.386669,4.584799,13.82881,1.8381131071611823,0.44347223569442645,4618.434912145822,3.0162303734580296,10273.718456001616,383.7856867144824,5250.362979217623,1.0000000000011962,5225.394287624505,3607.6242848618003,29999.999999999993,138081.40250728803,29999.999806673288,138436.96199111806
275,GALAXY,201,51910,0.08454167,161.44532,-1.2002402,1237654668666863759,66.3017,343.1675,39.72404,92.39954,7.296383,14.51907,33.64251,82.94385,59.05321,82.16873,247.8399,1.4045612423101133,0.42991599308827727,4.610847593937983,3.0162313571111543,10016.999577105977,719.6431605775612,29999.99999999988,999999.9999999929,29999.999999999785,999999.9999999872,29999.999999999938,138198.52862561276,29999.99999352132,138439.4990455535
275,GALAXY,206,51910,0.08693901,161.45057,-1.2225608,1237654668666863773,11.27051,15.17188,6.805408,3.88341,0.6737026,0.8181908,6.497226,0.5636581,4.752069,1.453349,4.383636,0.11861319774607652,1.7524309820492814,9.64405659114274,3.016230788337832,9977.313483669128,507.43115799910106,18651.2165458647,999998.1302240355,29999.999999999996,514199.43255750625,7810.431098512732,999999.9998280635,29999.999999999916,138186.28411348132
275,GALAXY,208,51910,0.08705121,161.10764,-1.0696806,1237654668666732712,92.04451,408.7581,102.5563,69.24455,6.58003,17.58451,47.51753,76.90574,60.62432,44.4025,133.9282,1.2685625174847321,1.481073961777497,7.221476193877536,3.0162310680704914,15683.616345465252,71.45562449905952,29999.999999999996,787374.7398699624,29999.999999999996,787375.7745193236,29999.999999999993,138235.31763718513,29999.99999999998,138238.20646428879
275,GALAXY,211,51910,0.03869415,161.0738,-0.89273976,1237648720148693178,59.39381,241.3703,66.47652,104.8539,2.296947,16.98002,55.18372,57.36547,39.92611,17.42907,52.57009,1.4367908619196812,0.6339918686858571,24.02481206575511,3.016230355377539,10038.366510118552,486.86280916302337,29999.999999999996,34316.90740363301,29999.999999999996,34467.31729009383,29999.99999999917,138189.8758518365,29999.999999999996,138400.46316072936
275,GALAXY,218,51910,0.08506283,161.4291,-0.59322144,1237648720685760591,58.15562,236.9246,28.30085,34.51167,3.150368,3.455245,10.85376,36.96754,26.29264,27.01546,81.48486,1.4060033530295932,0.8200371062889741,3.445235604221475,3.0162307064177325,10051.48803949323,361.7964131179788,29999.99999999058,999999.9999993929,29999.99999998443,999999.9999989771,29999.999999999935,138198.17826149377,29999.999999999996,138364.80516505704
275,GALAXY,222,51910,0.1602088,161.27846,-0.46310356,1237648720685695095,113.5195,535.8436,65.67798,91.9298,6.235589,31.04816,84.73241,78.41338,58.03884,70.45899,212.5206,1.3510500899053117,0.7144362328646424,13.588517460018613,3.0162311438185534,10001.367307757595,480.05729403365467,29999.999999999996,280343.86537930573,29999.999999999996,280364.11757635674,29999.999999999996,138213.0091809366,29999.999976457137,138385.00587776687
275,GALAXY,224,51910,0.07583045,161.24911,-0.22371346,1237654669740539987,62.24757,232.2146,55.29576,44.18679,0.1583546,7.62525,17.61111,45.74193,32.96066,27.12883,81.82681,1.38777348511832,1.2514093012866514,111.21312547914616,3.016230703646268,10009.059408921305,122.27239335658273,12948.01529608942,105.89827078348023,12946.66586774468,154.92934992536513,29999.99999999994,138203.1070168014,29999.999999999996,138282.1973939651
