plate,class,fiberid,mjd,redshift,ra,dec,sdss_name,h_beta_flux,h_alpha_flux,oii_3726_flux,oii_3729_flux,oiii_4363_flux,oiii_4959_flux,oiii_5007_flux,sii_6717_flux,sii_6731_flux,nii_6548_flux,nii_6584_flux,rate_SII,rate_OII,rate_OIII,rate_NII,T_e_SII_OII,N_e_SII_OII,T_e_SII_OIII,N_e_SII_OIII,T_e_OII_OIII,N_e_OII_OIII,T_e_SII_NII,N_e_SII_NII,T_e_OII_NII,N_e_OII_NII
273,GALAXY,406,51957,0.1308496,157.66674,1.0205886,1237651752389902504,82.30443,445.6085,53.3524,75.28671,1.686615,2.703605,37.11977,80.35565,52.93819,55.27906,166.7344,1.5179145716920053,0.7086562820981287,22.008442946374842,3.0162307390899916,10235.83359427223,379.9568314533581,29999.999999999996,63610.71012932829,29999.999999999996,63678.57316610298,29999.999999999935,138167.921735971,29999.999999999996,138386.13736238726
273,GALAXY,410,51957,0.09744141,157.68526,1.2465696,1237648722831605874,22.97032,79.07632,10.64291,15.63633,1.034456,0.9986165,5.325668,14.48377,10.55645,8.262386,24.92126,1.3720303700581162,0.6806526851249622,5.148278902147602,3.0162304206073163,9993.95914063309,493.67269932344163,29999.999992387427,999999.9995529755,29999.999989106578,999999.9993477891,29999.999999999996,138207.38041055927,29999.999999999996,138391.52084711238
273,GALAXY,413,51957,0.02889339,157.6012,0.63711293,1237648722294669392,398.5452,1404.987,399.5558,419.6791,3.49221,78.61741,229.5169,281.4323,196.3701,126.5519,381.7099,1.433172871022625,0.9520507454385981,65.72253673175439,3.016232075535808,10060.977526798819,261.9639172940117,16372.034883029806,67.65639516205462,16352.246819294753,570.7478163762706,29999.999999999996,138190.74962433433,29999.999999999935,138339.43840868387
273,GALAXY,421,51957,0.0288725,157.77168,0.54082816,1237651801774358588,24.14788,63.14523,24.94274,32.3127,1.175034,1.747414,10.27771,15.811,12.36621,5.326223,16.06512,1.2785647340616082,0.7719175432569857,8.746734137054759,3.0162312017352635,10007.063020829823,484.3532804230523,29999.999379558736,597410.3012475141,29999.997277931307,597432.5081003447,29999.999999999996,138232.60479306115,29999.999999999996,138373.99182356073
273,GALAXY,422,51957,0.09454829,157.75153,0.57529729,1237651801774358737,39.95542,206.2772,27.50921,28.03868,0.6349055,4.419096,9.893376,38.06374,24.31906,24.87481,75.02817,1.5651813844778542,0.9811164434274366,15.582438646381233,3.016230877743388,10013.273730334608,192.43520685935138,29999.999999999796,207643.27203713587,29999.999999999996,207665.22946623576,29999.999999999996,138155.1362576629,29999.999999999996,138333.94468917072
273,GALAXY,423,51957,0.09711879,157.76166,0.39032559,1237648721757864179,44.45887,168.4549,16.46959,11.15552,5.296514,2.520972,10.8175,28.64375,12.48878,17.54184,52.91024,2.293558698287583,1.476362374860159,2.04238108310485,3.0162309085021866,29999.99999999833,1.0000000000057578,29999.99999390459,999999.9996329894,29999.999991159224,999999.9994583109,29999.999999999924,137958.3320188497,29999.999999999975,138239.1184697429
273,GALAXY,428,51957,0.02840719,157.74521,0.49884872,1237654670812709029,225.2477,716.8665,251.3044,279.8703,16.4699,338.982,1052.379,75.74384,52.12815,12.85765,38.78164,1.4530314235206891,0.8979316490531507,63.89710927206601,3.016230804229389,10089.101113161209,286.0100164763474,16608.85465540396,46.95225344091831,16582.909427300146,692.5106560967706,29999.99999999999,138185.45790379166,29999.999999999996,138349.88019197554
273,GALAXY,429,51957,0.1467734,157.65721,0.49108608,1237654670812709076,18.84826,67.51508,12.73903,15.33895,2.219287,3.030899,4.260424,17.44871,6.291279,9.847748,29.70308,2.7734757908527023,0.8305020878221782,1.919726470708836,3.016230715895655,29999.99993703399,1.0000003112984184,29999.99999653127,999999.9997897468,29999.99999508009,999999.9996976051,29999.99999999953,137828.76785076427,29999.999999999996,138362.80018513105
273,GALAXY,434,51957,0.09692178,157.79358,0.48881581,1237654670812774508,27.79864,121.5002,23.6656,17.23759,6.834423,20.74388,83.19609,35.09478,24.0892,18.68179,56.34859,1.4568678079803397,1.3729065373987894,12.1730963974574,3.016230778742294,16444.228618021396,68.41629734101345,29999.999999999996,346589.04479446623,29999.999999999996,346598.1770433831,29999.999999999993,138184.4219178777,29999.999999999996,138258.93169000768
273,GALAXY,436,51957,0.1096851,157.5458,0.010490547,1237654670275772567,170.7632,890.5579,109.5509,107.7044,6.601747,19.03272,54.1951,149.5631,117.8755,123.4433,372.3336,1.2688226136898677,1.0171441463858486,8.209205835970387,3.016231743642628,10018.695411196686,299.92061506889667,29999.999999999996,656140.3334835349,29999.999395149796,656155.940114226,29999.999999999993,138235.20635006792,29999.99999999893,138326.9929387518
273,GALAXY,437,51957,0.117737,157.70253,0.40302253,1237648721757864130,1.551863,17.28226,0.2122971,17.25678,3.618606,1.862015,2.781628,6.698071,4.501277,2.760719,8.326966,1.4880379501194883,0.012302242944512244,0.7687015386588094,3.016230916656132,10153.601942682613,1230.4884225353455,29999.999999980697,999999.9999987434,29999.999999969812,999999.9999980067,29999.999999999996,138175.9874173529,7810.435002954995,999999.9994622429
273,GALAXY,440,51957,0.02834717,157.76982,0.10848143,1237651801237487897,28.83916,88.84766,63.03017,65.68369,1.615421,16.77374,54.33882,20.94125,11.72035,2.999048,9.045823,1.7867427167277428,0.9596015388295024,33.63755949687419,3.016231484124295,10251.593021946153,133.41578492924643,24815.566165876826,1.0000000000235838,24764.64568014511,684.2925920780987,29999.99999999998,138095.21760516107,29999.999999999964,138338.02830600977
273,GALAXY,442,51957,0.1036107,158.0066,1.0447078,1237651752390099062,259.3556,951.7054,237.6218,269.2558,9.902314,391.9731,1185.37,63.49559,51.00137,24.0768,72.62118,1.244978125097424,0.8825132086291176,119.7063635832998,3.016230562200957,9980.191780407386,413.2852590927673,12576.662369998825,279.4035913354967,12567.29757777076,635.7912475787308,29999.999999999993,138241.72571721813,29999.999999999996,138352.84792460245
273,GALAXY,448,51957,0.09558981,157.8636,0.76846837,1237648722294800545,26.02056,118.241,12.78858,18.22949,3.493321,9.563856,2.589153,14.14815,12.88558,17.69208,53.36341,1.0979831718867137,0.7015325168175304,0.7411723686429046,3.016231556719165,9973.574862312358,738.9772933234839,29999.999999983047,999999.9999988949,29999.999999972788,999999.9999981989,29999.999999999996,138281.4178875258,29999.999999999996,138387.45228619903
273,GALAXY,454,51957,0.09942333,157.73746,0.74698807,1237648722294734997,84.99776,349.1579,63.81515,38.75403,0.8826462,9.37354,20.19925,71.89713,42.55501,51.79065,156.2126,1.6895103537750313,1.6466713268271713,22.88487731550875,3.016231694330927,29999.999982621182,1.0000000774689506,29999.999999999996,50233.5736708942,29999.999999999993,50267.56067424308,29999.999999999996,138121.48158455672,29999.999999999996,138206.4701556011
273,GALAXY,458,51957,0.09899052,157.75874,0.76738205,1237648722294735005,192.3689,626.941,232.3402,356.1015,7.144127,101.5983,292.0198,117.2992,76.66457,31.73417,95.71758,1.5300314082502517,0.6524549882547532,40.87550515269395,3.016230769545887,10133.539064669461,411.5965527527778,21563.014733980937,1.0000002114178754,21445.21600310805,1972.660938093205,29999.999999999975,138164.64436315026,29999.99994763717,138396.90146496662
273,GALAXY,461,51957,0.0286682,157.89649,0.47537546,1237654670812774584,162.4221,745.6865,378.9797,255.4949,27.28443,317.5067,926.4807,272.7917,228.1953,296.5261,894.3911,1.1954308436676828,1.483316105331261,33.95638831377456,3.016230611740417,12954.495635960026,85.83960802785316,24598.59241479548,497.410919533239,24634.424301343137,11.440040495893243,29999.999999999996,138255.12144024504,29999.999999999985,138237.80510501412
273,GALAXY,462,51957,0.02863529,157.84528,0.25899332,1237648721757929589,33.45605,110.825,53.90009,75.34615,0.114038,13.23587,51.20443,24.89843,16.70362,4.529253,13.66127,1.4906008398179555,0.7153662131376322,449.01199600133293,3.0162302702012895,10086.587337419764,388.31396811686136,8351.455008885552,6.423704691484695,8338.154722662495,949.1544098641587,29999.999999999996,138175.33383827153,29999.999988386906,138384.88072109566
273,GALAXY,464,51957,0.02836903,157.94053,0.38794872,1237648721757929562,1222.833,4317.115,1221.277,1162.395,4.10948,227.0031,679.0068,694.3884,489.7947,459.3426,1385.483,1.417713176561527,1.0506557581545,165.22937208600604,3.016230151525245,10041.537095564736,212.08875559870845,11195.467504260434,69.98282925103635,11189.65558501877,333.6384526515261,29999.999999999978,138195.04611671655,29999.999999999996,138320.6716878171
273,GALAXY,467,51957,0.02851265,157.99793,0.2756811,1237648721757995340,13.17368,41.33537,33.56475,30.527,0.5266562,7.173128,24.15701,9.981989,6.195202,1.883127,5.679947,1.6112451216279955,1.0995102695974055,45.86865207321208,3.0162315127975967,10117.269077572082,123.58341748787996,20017.85276581614,1.0000000000101035,19997.967605590307,372.04582994493944,29999.999999999996,138142.6464552967,29999.999999999996,138311.23376288728
273,GALAXY,469,51957,0.02886155,157.85512,0.43876357,1237654670812774549,46.90781,160.9104,58.38546,58.50305,2.351984,9.910199,29.42087,44.54912,29.5334,13.62871,41.10733,1.5084318094090081,0.9979900193237788,12.508958394274792,3.0162304429399405,10052.288426635156,205.11851926545233,29999.999999999996,329493.05067307275,29999.99994028258,329512.2328293065,29999.99999999986,138170.50334187207,29999.99999999998,138330.73953373125
273,GALAXY,473,51957,0.02876168,157.99877,0.22866509,1237648721757995234,38.81157,124.9978,51.82799,86.51226,1.335286,33.10191,96.54295,26.22003,13.53547,4.338762,13.08671,1.9371348021162176,0.5990826040147373,72.30132720630637,3.016231358161614,10024.151317700584,247.13599648564784,15623.453682188208,1.0000000000000002,15545.244546521522,2149.551449416096,29999.999999999996,138054.5872442323,29999.999999999996,138407.0897430878
273,GALAXY,476,51957,0.02859859,157.86636,0.22527381,1237648721757929604,56.8031,174.6744,136.5973,154.6323,0.8894109,37.45531,116.5354,34.87595,24.19949,6.294109,18.98449,1.4411853307652351,0.8833684812293421,131.02537870853618,3.016231526972285,10056.415778416922,300.4183849114575,12160.063837360996,50.90464543178865,12145.774983519801,623.1940061447208,29999.9999999993,138188.6168215797,29999.999999999996,138352.62551104522
273,GALAXY,477,51957,0.02849584,157.83991,0.23112179,1237648721757929485,50.28488,268.0157,53.55786,69.60114,3.764058,15.83331,33.3969,72.21324,53.93335,48.59168,146.5637,1.3389348149150757,0.7694968789304313,8.872578477802415,3.0162303505456083,10007.922635746712,442.2172532818976,29999.999999999996,584705.3309923972,29999.99997204109,584729.7182947944,29999.999999999996,138216.33296494526,29999.999999999996,138374.50711088075
273,GALAXY,480,51957,0.09655832,157.93559,0.21288614,1237648721757929654,109.8357,394.9946,84.67683,98.66476,6.289281,12.54052,32.3434,67.29556,53.21474,42.05053,126.8341,1.2646037545236526,0.8582276995352748,5.1426228212732115,3.016230711004118,10018.387356972438,420.60979152345755,29999.99999323097,999999.9996026584,29999.999990238746,999999.9994152994,29999.999999999996,138236.40968564633,29999.999999999996,138357.490202976
273,GALAXY,482,51957,0.09487927,158.09017,0.59955507,1237654670812905581,40.09116,187.1965,49.99753,39.83408,5.083005,9.522596,36.05551,43.29219,31.28746,31.33177,94.50384,1.3836914214193161,1.2551445897583173,7.093345373455269,3.0162304906489483,9986.951175033177,121.68799370743314,29999.999999999996,807133.2097952043,29999.997953902406,807149.1670143335,29999.999999999996,138204.2232955861,29999.999999999996,138281.49528909256
273,GALAXY,488,51957,0.2284444,158.14569,0.37456898,1237648721758060659,41.84928,199.0837,18.35884,26.53074,2.779765,1.285879,10.14393,32.5986,22.39089,21.12443,63.71617,1.4558867467974699,0.6919837139861157,3.649204159344405,3.016231443878012,10048.299977637125,426.62375801666656,29999.99999993876,999999.9999961469,29999.999999902757,999999.9999937634,29999.999999999993,138184.64757713533,29999.999999999996,138389.2882684821
273,GALAXY,498,51957,0.07216842,158.23911,0.040075137,1237654670276100134,166.509,755.3029,91.24017,90.50167,2.115746,19.51904,47.05968,109.7598,80.52847,125.4843,378.4895,1.362993733768939,1.0081600704163802,22.24259433788366,3.0162299188025914,10028.964371249069,259.7192154350068,29999.999999999996,59954.296015677726,29999.999999999996,59993.545416927256,29999.999999999996,138209.85392316597,29999.999999999996,138328.82376335064
273,GALAXY,499,51957,0.06533257,158.00267,0.26036548,1237648721757995239,9.052184,16.14425,4.731609,1.267188,1.372121,3.161373,10.93209,6.719125,6.635544,6.050467,18.2496,1.0125959529467365,3.733943976742204,7.967292971975504,3.0162299868753935,29999.99999999677,1.000000000004668,29999.999999999996,685222.7747729803,29999.999999999996,685137.6821515209,29999.999999999996,138304.60820827275,29999.999999999993,137807.3997685408
